2023-06-30 09:41:18,176 [11] INFO  log - 来自::1的请求,请求地址http://localhost:56882/api/InterfacePDAInspectors/GetIBerthInfo,参数描述{"input":{"access_token":"378bd7a8-02cb-40bc-8c4b-6d8a524b3815","Page":1,"BerthNumber":"123456","PageSize":10,"PlateNumber":"苏A123456"}}
2023-06-30 09:41:26,131 [11] INFO  log - 来自::1的请求,请求地址http://localhost:56882/api/InterfacePDAInspectors/GetIBerthInfo,参数描述{"input":{"access_token":"378bd7a8-02cb-40bc-8c4b-6d8a524b3815","Page":1,"BerthNumber":"123456","PageSize":10,"PlateNumber":"苏"}}
2023-06-30 09:41:30,795 [11] INFO  log - 来自::1的请求,请求地址http://localhost:56882/api/InterfacePDAInspectors/GetIBerthInfo,参数描述{"input":{"access_token":"378bd7a8-02cb-40bc-8c4b-6d8a524b3815","PageSize":10,"Page":1}}
2023-06-30 09:41:54,485 [20] INFO  log - 来自::1的请求,请求地址http://localhost:56882/api/InterfacePDAInspectors/GetIBerthInfo,参数描述{"input":{"access_token":"378bd7a8-02cb-40bc-8c4b-6d8a524b3815","PageSize":10,"Page":2}}
2023-06-30 10:19:22,142 [8] INFO  log - 来自::1的请求,请求地址http://localhost:56882/api/InterfacePDAInspectors/GetInspectorTasks,参数描述{"input":{"access_token":"378bd7a8-02cb-40bc-8c4b-6d8a524b3815","PageSize":"10","Page":"1"}}
2023-06-30 10:20:33,094 [11] INFO  log - 来自::1的请求,请求地址http://localhost:56882/api/InterfacePDAInspectors/GetInspectorTasks,参数描述{"input":{"access_token":"378bd7a8-02cb-40bc-8c4b-6d8a524b3815","PageSize":"10","Page":"1"}}
2023-06-30 10:21:38,405 [11] INFO  log - 来自::1的请求,请求地址http://localhost:56882/api/InterfacePDAInspectors/GetInspectorTasks,参数描述{"input":{"access_token":"378bd7a8-02cb-40bc-8c4b-6d8a524b3815","PageSize":"10","Page":"1"}}
2023-06-30 10:22:02,029 [12] INFO  log - 来自::1的请求,请求地址http://localhost:56882/api/InterfacePDAInspectors/GetInspectorEvent,参数描述{"input":{"access_token":"378bd7a8-02cb-40bc-8c4b-6d8a524b3815","PageSize":"10","Page":"1"}}
2023-06-30 10:22:20,562 [12] INFO  log - 来自::1的请求,请求地址http://localhost:56882/api/InterfacePDAInspectors/GetInspectorTaskFeedbacks,参数描述{"input":{"access_token":"378bd7a8-02cb-40bc-8c4b-6d8a524b3815","PageSize":"10","Page":"1"}}
2023-06-30 10:33:33,288 [11] INFO  log - 来自::1的请求,请求地址http://localhost:56882/api/InterfacePDAInspectors/GetArrearageData,参数描述{"input":{"access_token":"379d93dd-b5b9-433e-8ce3-defaf7474f4e","Page":"1","PageSize":"10","PlateNumber":"苏A123456"}}
2023-06-30 10:34:05,490 [11] INFO  log - 来自::1的请求,请求地址http://localhost:56882/api/InterfacePDAInspectors/GetArrearageData,参数描述{"input":{"access_token":"379d93dd-b5b9-433e-8ce3-defaf7474f4e","PageSize":"10","Page":"1"}}
2023-06-30 10:35:09,347 [11] INFO  log - 来自::1的请求,请求地址http://localhost:56882/api/InterfacePDAInspectors/GetArrearageData,参数描述{"input":{"access_token":"379d93dd-b5b9-433e-8ce3-defaf7474f4e","PageSize":"10","Page":"1"}}
2023-06-30 10:36:08,970 [13] INFO  log - 来自::1的请求,请求地址http://localhost:56882/api/InterfacePDAInspectors/GetArrearageData,参数描述{"input":{"access_token":"379d93dd-b5b9-433e-8ce3-defaf7474f4e","PageSize":"10","Page":"1"}}
2023-06-30 10:37:56,726 [13] INFO  log - 来自::1的请求,请求地址http://localhost:56882/api/InterfacePDAInspectors/GetArrearageData,参数描述{"input":{"access_token":"379d93dd-b5b9-433e-8ce3-defaf7474f4e","PageSize":"10","Page":"1"}}
2023-06-30 10:48:51,962 [19] INFO  log - 来自::1的请求,请求地址http://localhost:56882/api/InterfacePDAInspectors/GetStopCarList,参数描述{"input":{"access_token":"379d93dd-b5b9-433e-8ce3-defaf7474f4e","PageSize":"10","Page":"1"}}
2023-06-30 13:19:32,170 [15] INFO  log - 来自192.168.2.37的请求,请求地址http://192.168.2.37:56882/api/InterfacePDAInspectors/GetArrearageData,参数描述{"input":{"access_token":"379d93dd-b5b9-433e-8ce3-defaf7474f4e","Page":"1","PageSize":"10","PlateNumber":"苏A123456"}}
2023-06-30 13:22:58,549 [59] INFO  log - 来自192.168.2.46的请求,请求地址http://192.168.2.37:56882/api/InterfacePDAInspectors/GetArrearageData,参数描述{"input":{"access_token":"379d93dd-b5b9-433e-8ce3-defaf7474f4e","Page":"1","PageSize":"10","PlateNumber":"苏A123456"}}
2023-06-30 13:27:48,663 [62] INFO  log - 来自192.168.2.47的请求,请求地址http://192.168.2.37:56882/api/InterfacePDAInspectors/InsertInspectorsEvent,参数描述{}
2023-06-30 16:16:05,060 [9] INFO  log - 来自192.168.2.47的请求,请求地址http://192.168.2.37:56882/api/InterfacePDAInspectors/InsertInspectorsEvent,参数描述{}
2023-06-30 16:27:50,259 [13] INFO  log - 来自192.168.2.37的请求,请求地址http://192.168.2.37:56882/api/InterfacePDAInspectors/InsertInspectorsEvent,参数描述{}
2023-06-30 16:28:21,710 [15] INFO  log - 来自192.168.2.37的请求,请求地址http://192.168.2.37:56882/api/InterfacePDAInspectors/InsertInspectorsEvent,参数描述{}
2023-06-30 16:28:48,861 [14] INFO  log - 来自192.168.2.37的请求,请求地址http://192.168.2.37:56882/api/InterfacePDAInspectors/InsertInspectorsEvent,参数描述{}
2023-06-30 16:29:07,135 [13] INFO  log - 来自192.168.2.37的请求,请求地址http://192.168.2.37:56882/api/InterfacePDAInspectors/InsertInspectorsEvent,参数描述{}
2023-06-30 16:30:09,323 [11] INFO  log - 来自192.168.2.37的请求,请求地址http://192.168.2.37:56882/api/InterfacePDAInspectors/InsertInspectorsEvent,参数描述{}
2023-06-30 16:31:13,860 [9] INFO  log - 来自192.168.2.37的请求,请求地址http://192.168.2.37:56882/api/InterfacePDAInspectors/InsertInspectorsEvent,参数描述{}
2023-06-30 16:31:36,982 [11] INFO  log - 来自192.168.2.37的请求,请求地址http://192.168.2.37:56882/api/InterfacePDAInspectors/InsertInspectorsEvent,参数描述{}
